sku,name,vendor,product_type,price,description,tags,url
"""",Viltrox AF 50mm F2.0 Air Full-Frame Lens for Sony E-Mount,Viltrox,ống kính máy ảnh,$199.00,"Thiết kế siêu nhẹ: Chỉ 205g, thiết kế cực kỳ nhỏ gọn giúp dễ dàng mang theo. Tiêu cự 50mm đa dụng: Một ống kính “all-rounder” thực thụ—lý tưởng cho chụp chân dung, đường phố, phong cảnh và những khoảnh khắc thường ngày. Món đồ không thể thiếu cho mọi cấp độ nhiếp ảnh gia. Thiết kế quang học vượt trội: 3 thấu kính ED, 4 phần tử chiết suất cao và 1 phần tử phi cầu với lớp phủ nano HD cho hình ảnh sống động, không méo hình. Khẩu độ F2.0 với độ sắc nét từ tâm đến rìa: Tạo hiệu ứng bokeh ấn tượng và hoạt động xuất sắc trong điều kiện thiếu sáng. Độ phân giải cao đồng đều từ trung tâm đến các góc. Lấy nét tự động đáng tin cậy: Động cơ STM êm ái với tính năng nhận diện mắt/khuôn mặt đảm bảo lấy nét nhanh, chính xác. Đáng tin cậy cho video: Trọng lượng nhẹ, hiện tượng focus breathing tối thiểu—rất phù hợp cho quay cầm tay và vlog.","AF, Air, E-mount, Full Frame",https://viltrox.com/products/af-50mm-f2-fe
"""",Viltrox AF 50mm F2.0 Air Full-Frame Lens for Nikon Z-Mount,Viltrox,ống kính máy ảnh,$199.00,"Thiết kế siêu nhẹ: Chỉ 220g, thiết kế cực kỳ nhỏ gọn giúp dễ dàng mang theo. Tiêu cự 50mm đa dụng: Một ống kính “đa năng” thực thụ—lý tưởng cho ảnh chân dung, ảnh đường phố, phong cảnh và những khoảnh khắc hằng ngày. Món đồ không thể thiếu cho mọi cấp độ nhiếp ảnh gia. Thiết kế quang học vượt trội: 3 thấu kính ED, 4 phần tử chiết suất cao và 1 phần tử phi cầu với lớp phủ nano HD cho hình ảnh sống động, không méo hình. Khẩu độ F2.0 với độ nét từ mép đến mép: Tạo bokeh ấn tượng và hoạt động xuất sắc trong điều kiện thiếu sáng. Độ phân giải cao ổn định từ trung tâm đến các góc. Tự động lấy nét đáng tin cậy: Động cơ STM êm ái với nhận diện mắt/khuôn mặt đảm bảo lấy nét nhanh và chính xác. Đáng tin cậy cho video: Nhẹ với hiện tượng thở nét tối thiểu—rất phù hợp cho quay cầm tay và vlog.","AF, Air, Full Frame, Z-mount",https://viltrox.com/products/af-50mm-f2-z
"""",Viltrox AF 35mm F1.2 LAB Full-Frame Lens for Sony E-Mount,Viltrox,ống kính máy ảnh,$999.00,"Lưu ý vận chuyển đơn hàng EU/US (chỉ áp dụng cho phiên bản không có màn hình hiển thị): Đơn hàng sẽ được gửi từ kho US/EU trong khoảng 14 ngày. Ống kính prime 35mm full-frame được thiết kế để mang lại chất lượng hình ảnh tối ưu. Khẩu độ lớn F1.2 cho bokeh mơ màng và độ rõ nét trong điều kiện thiếu sáng. Quang học chính xác: 15/10 thấu kính (5 ED, 3 HR & 2 UA). Lấy nét tự động HyperVCM nhanh và chính xác cho ảnh và video. Khoảng cách lấy nét tối thiểu 0.34m cho chi tiết cận cảnh. Thiết kế bền bỉ hoàn toàn bằng kim loại, chống chịu thời tiết. Nút điều khiển đầy đủ và màn hình LED tích hợp trên ống kính.","AF, E-mount, FE-mount, Full Frame, LAB",https://viltrox.com/products/af-35mm-f1-2-fe
JYC-03489-PL,Viltrox Vintage Z1 Retro On-Camera Flash,Viltrox,Đèn flash máy ảnh,$49.99,"Công suất flash 24 Ws mang đến ánh sáng ổn định cho chụp ảnh hằng ngày. Núm chỉnh đầu ra 7 mức từ 1/1–1/64 cho phép kiểm soát flash chính xác. Thời gian hồi đèn nhanh 1,5 giây giúp theo kịp chụp liên tục. Thân máy nhỏ gọn 132g với đế hot shoe tiếp xúc đơn giúp lắp đặt dễ dàng. Lớp hoàn thiện kim loại bạc mờ với bề mặt vân da tạo nên thiết kế vượt thời gian. Hỗ trợ tối đa 10.000 lần nháy mỗi lần sạc với sạc nhanh USB-C.",Flash,https://viltrox.com/products/vintage-z1-camera-flash
"""",Viltrox DC-L 600 Nits 7-Inch Camera Monitor,Viltrox,Màn hình camera,$158.00,"Độ chính xác màu sắc như thật độ sâu màu 8-bit với 100% sRGB (±3%) và tuân thủ Rec.709—mọi khung hình được tái hiện với độ chính xác điện ảnh. Góc nhìn rộng, giám sát rõ ràng Màn hình IPS siêu rộng 170° và độ tương phản 1000:1 đảm bảo độ rõ nét đồng nhất từ mọi góc nhìn. Đầu vào 4K chuyên nghiệp & mở rộng SDI Hỗ trợ vòng lặp ra 4K HDMI và SDI (DC-L2), kết nối liền mạch với các hệ thống sản xuất cao cấp. Công cụ giám sát nâng cao tích hợp Sẵn waveform, histogram, focus peaking, false color, bảng LUT, de-squeeze và hơn thế nữa—tất cả các công cụ thiết yếu trong một thiết bị. Cảm ứng trực quan & điều khiển tùy chỉnh Màn hình cảm ứng toàn phần và các phím tắt tùy biến cho phép vận hành nhanh chóng, linh hoạt trên set. Linh hoạt nguồn cấp, sẵn sàng ở mọi nơi Hoạt động bằng pin NP-F, nguồn DC hoặc Type-C, hoàn hảo cho studio trong nhà hoặc quay ngoài trời.",Monitor,https://viltrox.com/products/dc-l-camera-monitor
"""",Viltrox DC-A1 2800 Nits 7-Inch Camera Monitor,Viltrox,Màn hình camera,$278.00,"Màn hình siêu sáng 2800 nit Hiển thị rõ ràng ngay cả dưới ánh nắng trực tiếp. Tự tin quay trong mọi điều kiện ánh sáng. Màn hình cảm ứng toàn phần & điều khiển trực quan Tận hưởng thao tác mượt mà bằng đầu ngón tay với giao diện người dùng phản hồi nhanh. Truy cập nhanh các chức năng chính thông qua núm xoay và các nút tùy chỉnh. Bộ công cụ giám sát chuyên nghiệp Bao gồm focus peaking, zebra, waveform và hỗ trợ LUT. Xem trước và tinh chỉnh cảnh quay với khả năng kiểm soát hình ảnh chính xác. Đầu vào True 4K & đầu ra vòng lặp Hỗ trợ lên đến 4K 60Hz để giám sát tín hiệu liền mạch, không suy hao. Lý tưởng cho quy trình sản xuất cao cấp. Thiết kế bền bỉ & sẵn sàng cho di chuyển Thiết kế nhỏ gọn 7″, chỉ 348g, đi kèm hood chống nắng và hộp đựng. Được chế tạo để đáp ứng các buổi quay ngoài trời nhịp độ nhanh. Nhiều tùy chọn nguồn điện, sử dụng cả ngày Cấp nguồn qua pin NP-F, Type-C hoặc DC-IN. Giúp bạn làm việc xuyên suốt các buổi quay kéo dài.",Monitor,https://viltrox.com/products/dc-a1-camera-monitor
"""",Viltrox AF 28mm F4.5 Full-Frame Lens for Nikon Z-Mount,Viltrox,ống kính máy ảnh,$99.00,"Sức mạnh trong lòng bàn tay Ống kính full-frame Z-mount nhẹ nhất từ Viltrox—chỉ 80g. Gắn vào, chụp ở bất cứ đâu, không vướng víu. Trượt để mở, đậy để đóng Thiết kế trượt mở vui nhộn biến nắp ống kính của bạn thành một ống kính thật. Chỉ cần bấm, chụp và đóng lại trong một thao tác. Lấy nét tự động luôn bắt kịp Nhanh, êm và chính xác trong một thân hình nhỏ gọn như thế này. Không còn phải chỉnh tay rườm rà, chỉ cần hướng máy và ghi lại khoảnh khắc. Điểm ngọt cho nhiếp ảnh đường phố Tiêu cự 28mm mang đến chiều sâu sống động và khả năng kể chuyện mạnh mẽ—lý tưởng cho ảnh du lịch và ảnh đường phố. Quang học sắc nét, điểm nhấn nghệ thuật Thiết kế 6 thấu kính với 2 thấu kính ED và 2 thấu kính phi cầu đảm bảo độ rõ nét và tương phản. Ngoài ra, hãy tận hưởng những tia lóe sao rực rỡ khi chụp ngược sáng.","AF, Full Frame, Z-mount",https://viltrox.com/products/af-28mm-f4-5-z
"""",Viltrox AF 85mm F1.4 Pro Full-Frame Lens for Sony E-Mount,Viltrox,ống kính máy ảnh,$598.00,"Khẩu độ siêu lớn F1.4 cho hiệu ứng bokeh mơ màng và khả năng chụp thiếu sáng vượt trội. Quang học cấp Pro: 15/11 thấu kính (3 ED, 9 HR và 1 UA). Lấy nét tự động Viltrox HyperVCM tốc độ cao được cấp bằng sáng chế cho ảnh và video. Góc nhìn chân dung cổ điển với độ sắc nét cao và khả năng nén tự nhiên. Cấu trúc chắc chắn, chống chịu thời tiết. Các nút điều khiển vật lý chuyên nghiệp cho thao tác hiệu quả.","AF, E-mount, FE-mount, Full Frame, Pro",https://viltrox.com/products/af-85mm-f1-4-fe
"""",Viltrox EPIC 65mm T2.8 Macro 1.33X PL Full-Frame Anamorphic Cine Lens,Viltrox,Ống kính điện ảnh,$4299.00,Khẩu độ cố định T2.8. Tỷ lệ nén cố định 1.33X: Đảm bảo biến dạng hình ảnh nhất quán từ xa đến gần. Hiệu ứng bokeh đẹp và các đốm sáng hình oval được tái hiện sống động. Phần đầu trước tương thích với matte box 95mm. Độ bão hòa màu: Khôi phục màu sắc nguyên bản theo phong cách retro. Hiệu suất quang học nhất quán: Thiết kế đặc tính và vị trí bánh răng đồng nhất.,PL-mount,https://viltrox.com/products/epic-65mm-t2-8-1-33x-pl
"""",Viltrox EPIC 135mm T2.4 1.33X PL Full-Frame Anamorphic Cine Lens,Viltrox,Ống kính điện ảnh,$4299.00,"· Nén hình điện ảnh, tách chủ thể nổi bật Tiêu cự tele 135mm mang lại hiệu ứng nén không gian ấn tượng, tách chủ thể với chiều sâu hình ảnh rõ nét. · Khẩu độ T2.4, kiểm soát tinh tế Cân bằng lượng ánh sáng thu vào và độ chính xác chi tiết, cho bokeh giàu cảm xúc mà không làm mất độ trong trẻo. · Tỷ lệ squeeze cố định 1.33X, tỷ lệ chân thực Duy trì tỷ lệ khung hình ổn định từ gần đến xa, tránh biến dạng khuôn mặt thường gặp trong các cảnh quay anamorphic. · Tái tạo màu sắc cổ điển nguyên bản Mềm mại nhưng sống động, mang lại sắc da ấm tự nhiên và độ chính xác màu sắc tinh tế, đậm chất điện ảnh. · Ba kiểu flare, dấu ấn riêng Chọn giữa Clean, Silver hoặc Blue flare để phù hợp với phong cách hình ảnh của bạn — từ tối giản hiện đại đến điện ảnh cổ điển. · Tích hợp hệ thống liền mạch Thiết kế bánh răng và màu sắc đồng bộ trong toàn bộ dòng EPIC giúp thay ống kính dễ dàng và hiệu chỉnh hậu kỳ thuận tiện.",PL-mount,https://viltrox.com/products/epic-135mm-t2-4-1-33x-pl
"""",Viltrox EPIC Memento 25mm/35mm/50mm/65mm/75mm/100mm/135mm 1.33X PL Full-Frame Anamorphic Cine Lens Set,Viltrox,Ống kính Cine,$25800.00,"· Lóa bạc, diện mạo tương lai Hiệu ứng lóe sáng màu bạc mang đến thẩm mỹ sạch sẽ, hiện đại với đặc tính ánh sáng mang phong cách công nghiệp. · Khẩu độ lớn, kiểm soát sáng tạo T2.0 trên hầu hết ống kính; 65mm (T2.8) và 135mm (T2.4) được tinh chỉnh cho biểu đạt macro và telephoto. · Tái tạo màu thuần retro Mềm mại nhưng sống động, ống kính tái hiện tông da với độ ấm tự nhiên và đạt độ chính xác màu điện ảnh tinh tế. · Thiết kế đồng nhất, quy trình làm việc liền mạch Tông màu nhất quán và vị trí bánh răng đồng bộ giúp thay ống kính mượt mà và hậu kỳ dễ dàng. · 1.33X Squeeze, tỷ lệ chuẩn Sự nén đồng nhất trên tất cả tiêu cự giữ nguyên tỷ lệ điện ảnh và hình dáng khuôn mặt tự nhiên. · Hơi thở tiêu cự tối thiểu, khung hình ổn định Giảm thiểu thay đổi góc nhìn khi kéo nét giúp kiểm soát chính xác trong các cảnh động.",PL-mount,https://viltrox.com/products/epic-memento-1-33x-pl-set
"""",Viltrox EPIC Maestro 25mm/35mm/50mm/65mm/75mm/100mm/135mm 1.33X PL Full-Frame Anamorphic Cine Lens Set,Viltrox,Ống kính điện ảnh,$25800.00,"· Không lóe sáng, hình ảnh thuần khiết Loại bỏ hiện tượng lóe sáng gây mất tập trung để cho hình ảnh sạch và tập trung—lý tưởng cho các cảnh nhiều VFX hoặc độ tương phản cao. · Kết cấu vượt thời gian, độ rõ nét hiện đại Lớp phủ tiên tiến cân bằng độ sắc nét và cấu trúc hạt như phim để tạo nên bầu không khí điện ảnh phong phú. · Khẩu độ lớn, kiểm soát sáng tạo T2.0 trên hầu hết các ống kính; 65mm (T2.8) và 135mm (T2.4) được tinh chỉnh cho biểu đạt macro và tele. · Thiết kế đồng bộ, quy trình làm việc liền mạch Tông màu nhất quán và vị trí bánh răng được đồng bộ giúp thay ống kính mượt mà và hậu kỳ dễ dàng. · Tỷ lệ ép nén 1.33X, tỷ lệ hình ảnh chân thực Độ nén ổn định trên tất cả tiêu cự giúp giữ nguyên tỷ lệ điện ảnh và hình dạng khuôn mặt tự nhiên. · Thở nét tối thiểu, khung hình ổn định Giảm thiểu thay đổi góc nhìn trong quá trình kéo nét, cho phép kiểm soát chính xác trong các cảnh động.",PL-mount,https://viltrox.com/products/epic-maestro-1-33x-pl-set
"""",Viltrox EPIC 25mm/35mm/50mm/65mm/75mm/100mm/135mm 1.33X PL Full-Frame Anamorphic Cine Lens Set,Viltrox,Ống kính điện ảnh,$25800.00,"· Tia flare xanh, dấu ấn điện ảnh Tia flare xanh đặc trưng mang lại vẻ anamorphic cổ điển — nổi bật về mặt hình ảnh nhưng luôn được kiểm soát. · Khẩu độ lớn, kiểm soát sáng tạo T2.0 trên hầu hết các ống kính; 65mm (T2.8) và 135mm (T2.4) được tinh chỉnh cho biểu đạt macro và telephoto. · Tái tạo màu sắc thuần retro Mềm mại nhưng sống động, tái hiện tông da với sự ấm áp tự nhiên và đạt độ chính xác màu sắc điện ảnh tinh tế. · Thiết kế đồng nhất, quy trình làm việc liền mạch Tông màu nhất quán và vị trí bánh răng khớp nhau giúp thay ống kính mượt mà và hậu kỳ dễ dàng. · Tỉ lệ squeeze 1.33X, tỷ lệ chuẩn Giữ mức nén ổn định trên tất cả tiêu cự, duy trì tỷ lệ điện ảnh và hình dáng khuôn mặt tự nhiên. · Hơi thở lấy nét tối thiểu, khung hình ổn định Giảm thiểu thay đổi góc nhìn trong quá trình kéo nét, cho phép kiểm soát chính xác trong các cảnh động.",PL-mount,https://viltrox.com/products/epic-1-33x-pl-set
"""",Viltrox AF 90mm F3.5 Full-Frame Lens DL Mount for DJI,Viltrox,Ống kính điện ảnh,$499.00,"Tiêu cự 90mm với độ nén điện ảnh Ngàm DL nguyên bản, tương thích với Ronin 4D, DJI Inspire 2/Inspire 3/Zenmuse X7 Cấu trúc quang học 12/9 cho độ rõ nét trên không 8K Thiết kế siêu nhẹ 170g F3.5 cho dải tương phản động cao Ngàm hợp kim nhôm chính xác Cổng nâng cấp firmware Type-C Gioăng cao su chống bụi Thấu kính trước với lớp phủ chống nước và chống bám bẩn","Cine Lens, DL-mount",https://viltrox.com/products/af-90mm-f3-5-dl
"""",Viltrox AF 15mm F1.7 Air APS-C Lens for Fujifilm X-Mount,Viltrox,"""",$239.00,"84.9° góc nhìn rộng (tương đương 22.5mm trên full-frame). Khẩu độ sáng f/1.7 cho chụp thiếu sáng và hiệu ứng bokeh. Lấy nét tự động nhanh, chính xác. Thiết kế nhẹ – chỉ 180g. Quang học tiên tiến: 12 thấu kính trong 10 nhóm (3 ED, 3 HRI, 2 phi cầu). Ren filter tiêu chuẩn 58mm.","AF, Air, APS-C, X-mount",https://viltrox.com/products/af-15mm-f1-7-xf
"""",Viltrox AF 15mm F1.7 Air APS-C Lens for Sony E-Mount,Viltrox,"""",$239.00,"Góc nhìn rộng 84.9° (tương đương 22.5mm full-frame). Khẩu độ f/1.7 sáng cho chụp thiếu sáng và hiệu ứng bokeh. Lấy nét tự động nhanh, chính xác. Thiết kế nhẹ – chỉ 180g. Quang học tiên tiến: 12 thấu kính trong 10 nhóm (3 ED, 3 HRI, 2 phi cầu). Ren lọc tiêu chuẩn 58mm.","AF, Air, APS-C, E-mount",https://viltrox.com/products/af-15mm-f1-7-e
"""",Viltrox AF 15mm F1.7 Air APS-C Lens for Nikon Z-Mount,Viltrox,"""",$239.00,"84.9° góc nhìn rộng (tương đương 22.5mm full-frame). Khẩu độ sáng f/1.7 cho chụp thiếu sáng & bokeh. Lấy nét tự động nhanh, chính xác. Thiết kế nhẹ – chỉ 195g. Quang học tiên tiến: 12 thấu kính trong 10 nhóm (3 ED, 3 HRI, 2 phi cầu). Ngàm filter tiêu chuẩn 58mm.","AF, Air, APS-C, Z-mount",https://viltrox.com/products/af-15mm-f1-7-z
"""",Viltrox Camera Lens Cleaning Travel Kit,Viltrox,Phụ kiện,$18.99,"Ống thổi bụi bằng silicone cho khả năng loại bỏ bụi mạnh mẽ và an toàn. Khăn lau ống kính microfiber – siêu mềm, không xơ vải, an toàn cho lớp phủ. Bút vệ sinh ống kính đầu kép bằng than carbon để loại bỏ bụi và vết bẩn. Khăn lau vệ sinh dùng riêng lẻ – khô nhanh, không để lại cặn. Dung dịch vệ sinh ống kính không cồn – dịu nhẹ với lớp phủ. Hộp đựng di động – nhỏ gọn và tiện mang theo khi đi du lịch.","Accessories, Lens Cleaning",https://viltrox.com/products/camera-lens-cleaning-kit
"""",Viltrox AF 56mm F1.2 Pro APS-C Lens for Sony E-Mount,Viltrox,ống kính máy ảnh,$580.00,"Ống kính prime APS-C 56mm (tương đương 85mm Full-Frame). Khẩu độ F1.2 siêu sáng cho chụp chân dung và điều kiện thiếu sáng. Quang học chuẩn Pro: 13/8 thấu kính (1 UA, 1 ED, 3 HR). Động cơ Dual HyperVCM cho lấy nét tự động nhanh, êm. Khoảng cách lấy nét tối thiểu 0.5 m. Thân kim loại toàn phần bền bỉ, chống chịu thời tiết. Ren lọc tiêu chuẩn 67mm. Cổng nâng cấp firmware USB-C.","AF, APS-C, E-mount, Pro",https://viltrox.com/products/af-56mm-f1-2-e
"""",Viltrox AF 56mm F1.2 Pro APS-C Lens for Fujifilm X-Mount,Viltrox,ống kính máy ảnh,$580.00,"Ống kính Prime 56mm cho APS-C (tương đương 85mm trên Full-Frame). Khẩu độ F1.2 siêu sáng cho chụp chân dung và điều kiện thiếu sáng. Hệ quang học chuẩn Pro: 13/8 thấu kính (1 UA, 1 ED, 3 HR). Động cơ Dual HyperVCM cho lấy nét tự động nhanh, yên tĩnh. Khoảng cách lấy nét tối thiểu 0.5 m. Thân kim loại nguyên khối bền bỉ, chống chịu thời tiết. Ren gắn filter tiêu chuẩn 67mm. Cổng nâng cấp firmware USB-C.","AF, APS-C, Pro, X-mount",https://viltrox.com/products/af-56mm-f1-2-xf
"""",Viltrox AF 9mm F2.8 Air APS-C Lens for Sony E-Mount,Viltrox,ống kính máy ảnh,$199.00,"Góc nhìn siêu rộng 113.8° (tương đương 13.5mm trên Full-Frame). Thiết kế bỏ túi nhẹ: khoảng 175g. Khẩu độ F2.8 sáng cho chụp thiếu sáng và sáng tạo. Thiết kế quang học 13/11 với 2 thấu kính phi cầu, 3 thấu kính ED, 3 thấu kính HR. Khoảng cách lấy nét tối thiểu 0.13 m. Tự động lấy nét nhanh, chính xác. Thân ống kính được niêm kín với ngàm kim loại bền bỉ. Ren lọc tiêu chuẩn 58mm, nâng cấp firmware qua USB-C.","Air, APS-C, E-mount",https://viltrox.com/products/af-9mm-f2-8-e
"""",Viltrox AF 9mm F2.8 Air APS-C Lens for Nikon Z-Mount,Viltrox,ống kính máy ảnh,$199.00,"Góc nhìn siêu rộng 113,8° (tương đương 13,5mm trên full-frame). Thiết kế bỏ túi nhẹ: ~190g. Khẩu độ sáng F2.8 cho chụp thiếu sáng và ảnh sáng tạo. Thiết kế quang học 13/11 với 2 thấu kính phi cầu, 3 ED, 3 HR. Khoảng cách lấy nét gần nhất 0,13 m. Lấy nét tự động nhanh và chính xác. Thân ống kính được niêm kín với ngàm kim loại bền bỉ. Ren filter tiêu chuẩn 58mm, nâng cấp firmware qua USB-C.","AF, Air, APS-C, Z-mount",https://viltrox.com/products/af-9mm-f2-8-z
"""",Viltrox AF 14mm F4.0 Air Full-Frame Lens for Sony E-mount,Viltrox,ống kính máy ảnh,$199.00,"Trường nhìn 112.6° cho phong cảnh, nội thất và ảnh nhóm. MOD ở 0.13m cho các góc chụp sáng tạo. Thiết kế quang học 12/9 với 2 thấu kính phi cầu, 4 thấu kính ED và 2 thấu kính HR. Lớp phủ đa tầng tiên tiến, AF nhận diện mắt và khuôn mặt cho lấy nét tự động nhanh, yên tĩnh. Hơi thở lấy nét tối thiểu cho video mượt mà. Thiết kế nhỏ gọn và nhẹ — chỉ 170g. Ngàm lọc 58mm, cổng nâng cấp firmware USB-C.","AF, Air, FE-mount, Full Frame",https://viltrox.com/products/af-14mm-f4-0-fe
"""",Viltrox Spark Z3 TTL On-Camera Flash,Viltrox,Đèn flash máy ảnh,$54.99,"Thiết kế Cyber Mech thời thượng. Chế độ TTL & Manual — từ mức cơ bản đến kiểm soát chuyên nghiệp. Công suất 26 Ws với điều chỉnh chính xác 7 mức (1/64–1/1). Thời gian hồi đèn 1 giây ở công suất tối đa. 650 lần chớp mỗi lần sạc với sạc nhanh (70 phút). Thiết kế siêu nhỏ gọn 144g, vừa túi, sẵn sàng cho du lịch. Đồng bộ đa đèn không dây.",Flash,https://viltrox.com/products/z3-camera-flash
"""",Viltrox AF 50mm F1.4 Pro Full- Frame Lens for Sony E-Mount,Viltrox,ống kính máy ảnh,$549.00,"Ống kính prime tiêu chuẩn full-frame cho mọi cảnh. Khẩu độ F1.4 sáng cho chụp chân dung và điều kiện thiếu sáng. Quang học chuẩn Pro: 15/11 thấu kính (1 UA, 3 ED, 8 HR). Động cơ kép Viltrox HyperVCM cho lấy nét tự động nhanh, yên tĩnh. Khoảng cách lấy nét tối thiểu 0.45m. Kết cấu toàn kim loại, chống chịu thời tiết. Ren lọc tiêu chuẩn 77 mm. Cổng nâng cấp firmware USB-C. Lưu ý nâng cấp firmware: vui lòng cập nhật lên firmware mới nhất v1.14 để tối ưu hiệu suất lấy nét","AF, FE-mount, Full Frame, Pro",https://viltrox.com/products/af-50mm-f1-4-fe
"""",Viltrox AF 85mm F2.0 EVO Full- Frame Lens for Sony E-Mount,Viltrox,ống kính máy ảnh,$275.00,"Ống kính tiêu cự cố định 85mm full-frame dành cho chân dung cho mọi nhà sáng tạo. Khẩu độ F2.0 sáng cho bokeh mềm mại và độ rõ nét trong điều kiện thiếu sáng. Quang học chính xác: 10/8 thấu kính (2 ED, 2 HR). Lấy nét tự động STM nhanh, chính xác cho ảnh và video. Khoảng cách lấy nét tối thiểu 0,74 m cho chi tiết cận cảnh. Thiết kế nhỏ gọn 340g với cảm giác cầm nắm thoải mái. Cấu trúc bền bỉ với khả năng chống bụi và chống ẩm. Ren lọc 58 mm và cổng nâng cấp firmware USB-C.","AF, EVO, FE-mount, Full Frame",https://viltrox.com/products/af-85mm-f2-0-fe
"""",Viltrox 8K HDMI Cable,Viltrox,Phụ kiện,$12.99,Mang lại khả năng giám sát True 8K Ultra HD. Băng thông 48 Gbps. Vỏ hợp kim kẽm. Cáp xoắn linh hoạt. Giao diện HDMI tiêu chuẩn. HDR và dải màu rộng.,Accessories,https://viltrox.com/products/8k-hdmi-cable
"""",Viltrox AF 85mm F2.0 EVO Full- Frame Lens for Nikon Z-Mount,Viltrox,ống kính máy ảnh,$275.00,"Ống kính prime chân dung 85mm full-frame cho mọi nhà sáng tạo. Khẩu độ sáng F2.0 cho bokeh mềm mượt và độ rõ nét trong điều kiện thiếu sáng. Quang học chính xác: 10/8 thấu kính (2 ED, 2 HR). Lấy nét tự động STM nhanh, chính xác cho ảnh và video. Khoảng cách lấy nét tối thiểu 0.74m cho chi tiết cận cảnh. Thiết kế nhỏ gọn 360g với cảm giác cầm nắm thoải mái. Kết cấu bền bỉ với khả năng chống bụi và chống ẩm. Ren lọc 58 mm và cổng nâng cấp firmware USB-C.","AF, EVO, Full Frame, Z-mount",https://viltrox.com/products/af-85mm-f2-0-z
"""",Viltrox AF 85mm F1.4 Pro Full-Frame Lens for Nikon Z-mount,Viltrox,ống kính máy ảnh,$598.00,"Khẩu độ F1.4 siêu lớn cho bokeh mơ màng và khả năng chụp thiếu sáng vượt trội. Quang học cấp chuyên nghiệp: 15/11 thấu kính thành phần (3 ED, 9 HR và 1 UA). Lấy nét tự động Viltrox HyperVCM tốc độ cao đã được cấp bằng sáng chế cho ảnh và video. Góc nhìn chân dung cổ điển với độ sắc nét cao và độ nén tự nhiên. Kết cấu bền bỉ, chống chịu thời tiết. Các nút điều khiển vật lý chuyên nghiệp giúp thao tác hiệu quả.","AF, Full Frame, Pro, Z-mount",https://viltrox.com/products/af-85mm-f1-4-z
"""",Viltrox AF 9mm F2.8 Air APS-C Lens for Fujifilm X-Mount,Viltrox,ống kính máy ảnh,$199.00,"Góc nhìn siêu rộng 113.8° (tương đương 13.5mm trên full-frame). Thiết kế bỏ túi nhẹ: khoảng 175g. Khẩu độ F2.8 sáng cho chụp thiếu sáng và sáng tạo. Thiết kế quang học 13/11 với 2 thấu kính phi cầu, 3 thấu kính ED, 3 thấu kính HR. Khoảng cách lấy nét tối thiểu 0.13 m. Lấy nét tự động nhanh, chính xác. Thân ống kính được niêm kín với ngàm kim loại bền bỉ. Ren lọc tiêu chuẩn 58mm, cập nhật firmware qua USB-C.","Air, APS-C, X-mount",https://viltrox.com/products/af-9mm-f2-8-xf
"""",Viltrox AF 14mm F4.0 Air Full-Frame Lens for Nikon Z-mount,Viltrox,ống kính máy ảnh,$199.00,"Góc nhìn 112.6° cho phong cảnh, nội thất và chụp nhóm. MOD ở 0.13m cho các góc chụp sáng tạo. Thiết kế quang học 12/9 với 2 thấu kính phi cầu, 4 thấu kính ED và 2 phần tử HR. Lớp phủ đa lớp tiên tiến, AF mắt & khuôn mặt cho lấy nét tự động nhanh, yên tĩnh. Hiện tượng focus breathing tối thiểu cho video mượt mà. Thiết kế nhỏ gọn và nhẹ — chỉ 185g. Ren filter 58mm, cổng nâng cấp firmware USB-C.","AF, Air, Full Frame, Z-mount",https://viltrox.com/products/af-14mm-f4-0-z
"""",Viltrox Conversion Lens for Fujifilm X100,Viltrox Store,"""",$159.00,TCL-X100VI mở rộng X100 thành góc nhìn chính xác 33mm. WCL-X100VI mở rộng X100 thành góc nhìn rộng 19mm rõ nét. Duy trì độ sắc nét nguyên bản và độ đồng nhất ánh sáng. Nhận diện tự động đảm bảo ánh xạ tiêu cự chính xác và hiệu chỉnh tối ưu. Thiết kế đồng bộ chính xác với thẩm mỹ của X100. Cấu trúc nhẹ giúp giữ tính di động.,"Accessories, X-mount",https://viltrox.com/products/x100-conversion-lens
"""",Viltrox TC-2.0X Teleconverter for Sony,Viltrox Store,"""",$280.00,"Mở rộng tầm với của bạn gấp đôi với tích hợp Sony nguyên bản Sức mạnh telephoto 2× với quang học chuẩn chuyên nghiệp Lấy nét tự động nhanh và truyền EXIF đầy đủ Kết quả ổn định, sắc nét ở khoảng cách cực xa Thiết kế kín bụi dành cho chụp tele ngoài trời Thiết kế nhỏ gọn với nâng cấp firmware qua USB","Accessories, E-mount, Teleconverter",https://viltrox.com/products/tc-2-0x-teleconverter-for-sony
"""",Viltrox AF 35mm F1.2 LAB Full-Frame Lens for Nikon Z-Mount,Viltrox,ống kính máy ảnh,$999.00,"Khẩu độ lớn F1.2 cho bokeh mơ màng và độ rõ nét trong điều kiện thiếu sáng. Quang học chính xác: 15/10 thấu kính (5 ED, 3 HR & 2 UA). Lấy nét tự động HyperVCM nhanh, chính xác cho ảnh và video. Khoảng cách lấy nét tối thiểu 0.34m cho chi tiết cận cảnh. Kết cấu bền bỉ, toàn bộ bằng kim loại và chống chịu thời tiết. Nút điều khiển toàn diện và màn hình LED tích hợp trên ống kính.","Full Frame, LAB, Z-mount",https://viltrox.com/products/af-35mm-f1-2-z
